algorithm,num_dim,1,2,3,4,5,6,7,8,9,10
RFQI,10,156,56,16,7,6,8,16,81,328,4326
RFQI,10,154,62,17,5,6,9,8,98,333,4308
RFQI,10,187,67,17,5,3,5,9,80,349,4278
RFQI,10,137,68,13,5,4,7,21,83,347,4315
RFQI,10,159,66,15,7,6,8,14,90,308,4327
RFQI,10,154,66,18,7,3,5,16,81,346,4304
RFQI,10,156,67,14,5,8,6,14,73,338,4319
RFQI,10,158,68,13,5,5,8,13,69,323,4338
RFQI,50,106,66,22,7,6,11,31,76,248,4427
RFQI,50,144,64,18,13,5,14,25,65,199,4453
RFQI,50,117,63,26,8,10,16,21,67,232,4440
RFQI,50,135,77,29,13,8,13,35,86,228,4376
RFQI,50,122,60,23,14,17,10,30,73,226,4425
RFQI,50,135,57,25,8,13,9,23,59,199,4472
RFQI,50,143,71,13,16,3,18,29,71,239,4397
RFQI,50,138,75,23,12,11,8,21,66,222,4424
RFQI,50,127,62,32,13,13,6,20,68,224,4435
RFQI,50,131,74,33,11,9,19,24,62,231,4406
RFQI,50,124,49,25,11,15,11,17,63,202,4483
RFQI,50,114,60,27,22,10,8,30,60,227,4442
RFQI,50,133,70,34,6,14,14,29,77,240,4383
RFQI,50,135,68,28,13,12,11,21,75,243,4394
RFQI,50,150,59,28,7,7,12,23,83,239,4392
RFQI,50,130,61,25,11,9,9,28,88,232,4407
RFQI,50,146,74,24,13,9,9,21,73,220,4411
RFQI,50,118,55,22,6,11,16,16,82,233,4441
RFQI,50,142,76,33,8,5,14,29,83,265,4345
RFQI,50,116,81,30,8,8,12,26,72,260,4387
RLSM,5,412,196,21,6,7,10,16,118,1163,3051
RLSM,5,447,152,34,9,2,7,14,163,1200,2972
RLSM,5,396,160,28,7,4,6,18,125,1241,3015
RLSM,5,413,170,23,2,7,6,19,135,1141,3084
RLSM,5,405,164,31,9,3,8,20,108,1137,3115
RLSM,5,414,167,30,8,2,8,16,109,1199,3047
RLSM,5,394,160,17,5,3,5,13,138,1196,3069
RLSM,5,442,175,24,7,6,9,16,133,1088,3100
RLSM,5,406,175,25,5,2,7,20,137,1079,3144
RLSM,5,412,160,22,7,2,4,22,93,1285,2993
RLSM,10,334,139,23,3,9,8,11,121,1205,3147
RLSM,10,367,150,20,13,7,7,17,114,1201,3104
RLSM,10,358,122,24,4,1,4,21,121,1200,3145
RLSM,10,309,131,12,7,10,11,23,133,1192,3172
RLSM,10,346,151,16,7,8,7,15,138,1226,3086
RLSM,10,317,141,17,7,5,8,28,122,1158,3197
RLSM,10,311,119,20,5,7,10,16,113,1177,3222
RLSM,10,331,130,21,7,1,9,22,109,1169,3201
RLSM,10,353,127,36,4,7,3,26,125,1225,3094
RLSM,10,327,122,18,3,4,6,29,112,1145,3234
RLSM,50,255,96,29,13,17,9,18,130,1122,3311
RLSM,50,221,102,26,20,6,16,29,138,1061,3381
RLSM,50,197,83,30,9,12,13,31,135,1056,3434
RLSM,50,218,105,31,10,12,15,36,127,1102,3344
RLSM,50,212,97,31,14,9,9,34,143,1137,3314
RLSM,50,203,85,36,13,13,19,32,135,1171,3293
RLSM,50,208,103,34,12,8,12,30,130,1178,3285
RLSM,50,202,90,26,10,13,10,26,123,1154,3346
RLSM,50,204,82,24,13,9,21,24,134,1121,3368
RLSM,50,217,89,25,7,14,11,36,137,1097,3367
LSM,5,427,180,15,13,5,8,21,133,1072,3126
LSM,5,443,177,26,10,6,5,21,113,1143,3056
LSM,5,434,172,18,9,9,10,24,141,1104,3079
LSM,5,443,184,28,10,2,7,29,120,1101,3076
LSM,5,478,191,22,15,0,9,20,98,1117,3050
LSM,5,457,176,27,13,4,10,14,112,1085,3102
LSM,5,406,151,31,5,8,9,22,95,1158,3115
LSM,5,455,194,30,17,8,2,24,121,1079,3070
LSM,5,405,148,24,8,13,14,17,119,1129,3123
LSM,5,389,157,18,6,9,14,16,126,1235,3030
LSM,10,338,157,42,24,42,16,37,153,1068,3123
LSM,10,360,147,21,9,25,19,27,139,1185,3068
LSM,10,359,136,24,35,16,23,36,151,1097,3123
LSM,10,363,143,34,15,16,26,30,120,1125,3128
LSM,10,326,163,30,25,10,32,30,113,1209,3062
LSM,10,361,136,31,12,9,28,30,129,1180,3084
LSM,10,356,140,35,15,21,21,37,135,1197,3043
LSM,10,372,149,27,24,13,20,45,132,1063,3155
LSM,10,398,151,51,18,9,18,32,132,1033,3158
LSM,10,364,158,42,11,7,13,27,147,1129,3102
LSM,50,32,46,70,110,218,344,596,1150,2397,37
LSM,50,28,49,88,131,210,357,592,1149,2361,35
LSM,50,22,43,67,118,232,353,648,1107,2382,28
LSM,50,28,51,83,116,192,335,601,1131,2436,27
LSM,50,32,53,75,123,200,316,602,1177,2396,26
LSM,50,27,38,75,122,210,330,562,1142,2466,28
LSM,50,24,38,64,109,211,403,688,1134,2305,24
LSM,50,31,59,81,152,222,344,536,1184,2365,26
LSM,50,30,44,87,140,194,393,642,1133,2311,26
LSM,50,31,51,74,128,205,349,651,1120,2369,22
FQI,5,176,65,17,7,5,3,19,85,311,4312
FQI,5,168,58,10,7,3,4,16,81,327,4326
FQI,5,170,69,20,1,1,8,12,84,347,4288
FQI,5,181,91,19,2,6,1,13,93,351,4243
FQI,5,176,46,15,7,5,6,13,80,335,4317
FQI,5,175,54,11,5,5,4,26,86,340,4294
FQI,5,208,68,12,3,5,5,12,89,328,4270
FQI,5,168,65,19,3,6,4,7,82,344,4302
FQI,5,168,75,15,3,2,7,18,76,350,4286
FQI,5,162,63,13,4,3,5,16,88,311,4335
FQI,5,189,76,16,7,3,1,18,88,351,4251
FQI,5,168,61,20,4,4,4,10,80,352,4297
FQI,5,181,77,10,1,8,3,17,97,309,4297
FQI,5,204,64,14,5,1,5,15,80,355,4257
FQI,5,169,60,8,7,5,3,12,75,361,4300
FQI,5,178,75,17,5,1,5,16,89,346,4268
FQI,5,200,72,13,11,4,3,16,98,334,4249
FQI,5,182,72,16,4,4,4,13,78,340,4287
FQI,5,157,54,11,5,4,1,14,76,302,4376
FQI,5,212,62,19,5,7,3,10,106,334,4242
FQI,10,133,59,20,5,8,6,15,63,316,4375
FQI,10,123,51,18,9,4,10,12,69,244,4460
FQI,10,122,43,11,5,6,3,8,61,224,4517
FQI,10,166,68,11,13,5,11,15,87,338,4286
FQI,10,146,61,9,6,5,7,10,54,241,4461
FQI,10,142,65,26,7,5,4,17,63,329,4342
FQI,10,163,57,13,7,6,7,29,69,291,4358
FQI,10,138,46,14,1,4,13,17,78,300,4389
FQI,10,117,61,14,5,8,7,20,74,274,4420
FQI,10,139,65,15,5,5,13,11,86,324,4337
FQI,10,150,59,16,9,7,4,16,80,264,4395
FQI,10,143,61,23,5,4,12,12,58,288,4394
FQI,10,140,63,10,10,3,5,13,66,289,4401
FQI,10,138,50,16,7,4,2,17,68,284,4414
FQI,10,142,61,21,7,8,7,26,84,300,4344
FQI,10,156,58,15,6,6,7,16,59,309,4368
FQI,10,105,58,13,3,8,4,13,82,262,4452
FQI,10,152,61,16,2,4,6,16,78,257,4408
FQI,10,141,63,7,5,6,4,14,78,325,4357
FQI,10,166,58,16,5,4,11,20,73,268,4379
FQI,50,1353,1026,720,520,385,266,188,151,100,291
FQI,50,65,50,23,8,6,8,16,51,146,4627
FQI,50,126,54,25,10,14,8,18,47,182,4516
